Date,Close_Price,Percent_Change,Equifax
2016-09-07,135.190002,0.066614356775073,1
2016-09-07,219.009995,-0.009132995521769,0
2016-09-08,134.679993,-0.377253489499909,1
2016-09-08,218.509995,-0.228300082834119,0
2016-09-09,131.089996,-2.66557557661885,1
2016-09-09,213.279999,-2.39348135997166,0
2016-09-12,133.080002,1.5180456638354,1
2016-09-12,216.339996,1.4347322835462,0
2016-09-13,131.460007,-1.2173091190666,1
2016-09-13,213.229996,-1.43755202805866,0
2016-09-14,131.899994,0.334692664362936,1
2016-09-14,213.149994,-0.037519111523131,0
2016-09-15,134.350006,1.85747696091633,1
2016-09-15,215.279999,0.999298644127577,0
2016-09-16,132.210007,-1.59285366909475,1
2016-09-16,213.369995,-0.887218510252787,0
2016-09-19,131.550003,-0.499208807998918,1
2016-09-19,213.410004,0.018750996361976,0
2016-09-20,131.850006,0.228052446338602,1
2016-09-20,213.419998,0.00468300445747,0
2016-09-21,133.119995,0.963207388856684,1
2016-09-21,215.820007,1.12454738191873,0
2016-09-22,133.660004,0.405655814515316,1
2016-09-22,217.179993,0.630148251269398,0
2016-09-23,132.130005,-1.14469471361079,1
2016-09-23,215.990005,-0.547927082767702,0
2016-09-26,131.309998,-0.620606197661162,1
2016-09-26,214.240005,-0.810222676739139,0
2016-09-27,132.649994,1.02048284244128,1
2016-09-27,215.570007,0.620800022852878,0
2016-09-28,134.419998,1.33434156054315,1
2016-09-28,216.639999,0.496354764232106,0
2016-09-29,133.330002,-0.810888272740478,1
2016-09-29,214.679993,-0.904729509346053,0
2016-09-30,134.580002,0.937523424022749,1
2016-09-30,216.300003,0.75461619751404,0
2016-10-03,133.970001,-0.453262736613729,1
2016-10-03,215.779999,-0.240408688297614,0
2016-10-04,133.270004,-0.522502795233984,1
2016-10-04,214.679993,-0.509781261051914,0
2016-10-05,132.050003,-0.915435554425283,1
2016-10-05,215.630005,0.442524702336848,0
2016-10-06,132.210007,0.121169251317614,1
2016-10-06,215.779999,0.069560820165075,0
2016-10-07,130.139999,-1.56569691430392,1
2016-10-07,215.039993,-0.342944667452702,0
2016-10-10,131.110001,0.745352702822767,1
2016-10-10,216.160004,0.520838465615081,0
2016-10-11,128.649994,-1.87629241189619,1
2016-10-11,213.429993,-1.26295843332793,0
2016-10-12,130.029999,1.07268174454793,1
2016-10-12,213.710007,0.131197118110759,0
2016-10-13,128.990005,-0.79981081904031,1
2016-10-13,213.009995,-0.327552279758236,0
2016-10-14,130.350006,1.05434603246973,1
2016-10-14,213.119995,0.05164076925122,0
2016-10-17,129.529999,-0.629080906985155,1
2016-10-17,212.380005,-0.347217538176077,0
2016-10-18,130.279999,0.579016448537145,1
2016-10-18,213.710007,0.626236919054588,0
2016-10-19,130.210007,-0.053724286565287,1
2016-10-19,214.279999,0.266712826414354,0
2016-10-20,129.529999,-0.522239431259678,1
2016-10-20,213.880005,-0.186668845373661,0
2016-10-21,129.759995,0.177561956130332,1
