Date,Close_Price,Percent_Change,Equifax
2016-09-07,135.190002,0.066614356775073,1
2016-09-07,34.07,0,0
2016-09-08,134.679993,-0.377253489499909,1
2016-09-08,33.720001,-1.0272938068682,0
2016-09-09,131.089996,-2.66557557661885,1
2016-09-09,33,-2.13523421900255,0
2016-09-12,133.080002,1.5180456638354,1
2016-09-12,32.950001,-0.15151212121212,0
2016-09-13,131.460007,-1.2173091190666,1
2016-09-13,32.439999,-1.54780571933822,0
2016-09-14,131.899994,0.334692664362936,1
2016-09-14,32.48,0.123307648683949,0
2016-09-15,134.350006,1.85747696091633,1
2016-09-15,32.810001,1.01601293103449,0
2016-09-16,132.210007,-1.59285366909475,1
2016-09-16,32.549999,-0.792447400413063,0
2016-09-19,131.550003,-0.499208807998918,1
2016-09-19,32.860001,0.95238712603339,0
2016-09-20,131.850006,0.228052446338602,1
2016-09-20,33.099998,0.730362120195926,0
2016-09-21,133.119995,0.963207388856684,1
2016-09-21,33.610001,1.5407946550329,0
2016-09-22,133.660004,0.405655814515316,1
2016-09-22,33.869999,0.773573318251324,0
2016-09-23,132.130005,-1.14469471361079,1
2016-09-23,33.75,-0.354292895018981,0
2016-09-26,131.309998,-0.620606197661162,1
2016-09-26,33.23,-1.54074074074075,0
2016-09-27,132.649994,1.02048284244128,1
2016-09-27,33.450001,0.662055371652132,0
2016-09-28,134.419998,1.33434156054315,1
2016-09-28,33.849998,1.19580564437053,0
2016-09-29,133.330002,-0.810888272740478,1
2016-09-29,33.57,-0.82717287014315,0
2016-09-30,134.580002,0.937523424022749,1
2016-09-30,34.5,2.77033065236819,0
2016-10-03,133.970001,-0.453262736613729,1
2016-10-03,33.959999,-1.56522028985506,0
2016-10-04,133.270004,-0.522502795233984,1
2016-10-04,33.869999,-0.265017675648351,0
2016-10-05,132.050003,-0.915435554425283,1
2016-10-05,33.900002,0.088582819267283,0
2016-10-06,132.210007,0.121169251317614,1
2016-10-06,33.740002,-0.471976373334738,0
2016-10-07,130.139999,-1.56569691430392,1
2016-10-07,33.52,-0.652050939416049,0
2016-10-10,131.110001,0.745352702822767,1
2016-10-10,33.709999,0.566822792362769,0
2016-10-11,128.649994,-1.87629241189619,1
2016-10-11,32.75,-2.84781675609069,0
2016-10-12,130.029999,1.07268174454793,1
2016-10-12,32.939999,0.580149618320611,0
2016-10-13,128.990005,-0.79981081904031,1
2016-10-13,32.48,-1.39647545223059,0
2016-10-14,130.350006,1.05434603246973,1
2016-10-14,32.77,0.892857142857162,0
2016-10-17,129.529999,-0.629080906985155,1
2016-10-17,32.59,-0.549282880683551,0
2016-10-18,130.279999,0.579016448537145,1
2016-10-18,32.93,1.04326480515494,0
2016-10-19,130.210007,-0.053724286565287,1
2016-10-19,32.810001,-0.364406316428788,0
2016-10-20,129.529999,-0.522239431259678,1
2016-10-20,32.689999,-0.365748236338059,0
2016-10-21,129.759995,0.177561956130332,1
2016-10-21,32.610001,-0.244717046335802,0
2016-10-24,131.190002,1.10203996231657,1
2016-10-24,33.18,1.74792696265174,0
2016-10-25,130.429993,-0.579319299042313,1
2016-10-25,32.380001,-2.41108800482218,0
2016-10-26,128.710007,-1.31870435659688,1
2016-10-26,32.02,-1.11180045979615,0
2016-10-27,123.169998,-4.30425662240853,1
2016-10-27,31.25,-2.40474703310432,0
2016-10-28,122,-0.949905024760986,1
2016-10-28,30.99,-0.832000000000005,0
2016-10-31,123.970001,1.61475491803278,1
2016-10-31,31.24,0.806711842529848,0
2016-11-01,123.639999,-0.266195045041577,1
2016-11-01,31.309999,0.224068501920624,0
2016-11-02,122.43,-0.978646885948289,1
2016-11-02,30.780001,-1.69274358648176,0
2016-11-03,122.970001,0.441069182389929,1
2016-11-03,30.639999,-0.454847288666427,0
2016-11-04,123.610001,0.520452138566707,1
2016-11-04,31,1.17493802790268,0
2016-11-07,126.089996,2.00630610786906,1
2016-11-07,31.85,2.74193548387097,0
2016-11-08,127.07,0.777225815757813,1
2016-11-08,31.889999,0.125585557299837,0
2016-11-09,122.529999,-3.57283465806248,1
2016-11-09,31,-2.79084047635122,0
2016-11-10,116.230003,-5.14159475346116,1
2016-11-10,29.92,-3.48387096774193,0
2016-11-11,114.029999,-1.89280215367455,1
2016-11-11,29.700001,-0.735290775401074,0
2016-11-14,115.139999,0.973428053787845,1
2016-11-14,29.85,0.505047121042188,0
2016-11-15,118.150002,2.61421141752832,1
2016-11-15,31.33,4.95812395309882,0
2016-11-16,119.5,1.14261360740392,1
2016-11-16,31.18,-0.478774337695495,0
2016-11-17,121.809998,1.93305271966527,1
2016-11-17,31.280001,0.320721616420779,0
2016-11-18,121.559998,-0.20523766858612,1
2016-11-18,31.049999,-0.735300488001899,0
2016-11-21,121.599998,0.032905561581209,1
2016-11-21,31.33,0.901774586208517,0
2016-11-22,120.239998,-1.11842107102666,1
2016-11-22,31.33,0,0
2016-11-23,120.07,-0.141382237880615,1
2016-11-23,31.5,0.542610916054905,0
2016-11-25,120.059998,-0.008330140751229,1
2016-11-25,31.719999,0.698409523809528,0
2016-11-28,119.190002,-0.724634361563113,1
2016-11-28,30.85,-2.74274598810675,0
2016-11-29,119.32,0.10906787299155,1
2016-11-29,30.58,-0.875202593192879,0
2016-11-30,114.449997,-4.0814641300704,1
2016-11-30,29.83,-2.45258338783519,0
2016-12-01,111.540001,-2.54259159133049,1
2016-12-01,29.290001,-1.81025477707006,0
2016-12-02,114.029999,2.23238118852088,1
2016-12-02,29.309999,0.06827585973794,0
2016-12-05,114.330002,0.263091294072527,1
2016-12-05,29.32,0.034121461416628,0
2016-12-06,113.5,-0.725970423756306,1
2016-12-06,29.33,0.03410641200545,0
2016-12-07,115.989998,2.1938308370044,1
2016-12-07,30.33,3.40947834981248,0
2016-12-08,117.599998,1.38805071795932,1
2016-12-08,30.809999,1.58258819650512,0
2016-12-09,117.160004,-0.374144564186131,1
2016-12-09,31.379999,1.85004874553875,0
2016-12-12,117.029999,-0.110963635678945,1
2016-12-12,30.959999,-1.33843216502334,0
2016-12-13,116.480003,-0.469961552336685,1
2016-12-13,30.860001,-0.322990966504874,0
2016-12-14,115.849998,-0.540869663267434,1
2016-12-14,30.799999,-0.19443291657703,0
2016-12-15,117.129997,1.10487615200477,1
2016-12-15,31.200001,1.29870783437363,0
2016-12-16,116.970001,-0.136596947065581,1
2016-12-16,31.24,0.128201918967881,0
2016-12-19,116.019997,-0.812177474462014,1
2016-12-19,31.200001,-0.128037772087062,0
2016-12-20,116.089996,0.06033356473884,1
2016-12-20,30.860001,-1.08974355481591,0
2016-12-21,118.650002,2.20519087622331,1
2016-12-21,30.91,0.162018789305936,0
2016-12-22,118.910004,0.219133582484053,1
2016-12-22,30.92,0.032351989647368,0
2016-12-23,119.650002,0.622317698349417,1
2016-12-23,30.82,-0.323415265200522,0
2016-12-27,118.589996,-0.885922258488555,1
2016-12-27,30.639999,-0.584039584685272,0
2016-12-28,118.480003,-0.092750656640551,1
2016-12-28,30.51,-0.424278734473842,0
2016-12-29,118.669998,0.16036039431904,1
2016-12-29,30.75,0.786627335299897,0
2016-12-30,118.230003,-0.370771894678898,1
2016-12-30,30.93,0.585365853658536,0
2017-01-03,118.760002,0.448277921468042,1
2017-01-03,30.959999,0.096989977368251,0
2017-01-04,119.339996,0.488374865470278,1
2017-01-04,31.17,0.678297825526422,0
2017-01-05,119.980003,0.53628877279332,1
2017-01-05,31.66,1.57202438241899,0
2017-01-06,121,0.850139168607958,1
2017-01-06,32,1.07391029690461,0
2017-01-09,119.839996,-0.958680991735538,1
2017-01-09,32.200001,0.625003125000001,0
2017-01-10,120.040001,0.166893363380957,1
2017-01-10,32.009998,-0.590071410246221,0
2017-01-11,120.519997,0.399863375542624,1
2017-01-11,32.060001,0.15621056896035,0
2017-01-12,120.860001,0.282114178944091,1
2017-01-12,31.82,-0.748599477585791,0
2017-01-13,120.309998,-0.455074462559374,1
2017-01-13,32.380001,1.7599025769956,0
2017-01-17,120.660004,0.290920127851725,1
2017-01-17,31.879999,-1.54416919258279,0
2017-01-18,120.260002,-0.331511674738549,1
2017-01-18,32.32,1.38017883877599,0
2017-01-19,120.18,-0.066524196465582,1
2017-01-19,32.560001,0.742577351485147,0
2017-01-20,118.080002,-1.7473772674322,1
2017-01-20,32.419998,-0.429984630528728,0
2017-01-23,118.18,0.084686651682148,1
2017-01-23,32.400002,-0.061677980362611,0
2017-01-24,118.870003,0.583857674733449,1
2017-01-24,32.610001,0.648145021719432,0
