Date,Close Price,Equifax
2016-09-07,135.190002,1
2016-09-07,34.07,0
2016-09-08,134.679993,1
2016-09-08,33.720001,0
2016-09-09,131.089996,1
2016-09-09,33,0
2016-09-12,133.080002,1
2016-09-12,32.950001,0
2016-09-13,131.460007,1
2016-09-13,32.439999,0
2016-09-14,131.899994,1
2016-09-14,32.48,0
2016-09-15,134.350006,1
2016-09-15,32.810001,0
2016-09-16,132.210007,1
2016-09-16,32.549999,0
2016-09-19,131.550003,1
2016-09-19,32.860001,0
2016-09-20,131.850006,1
2016-09-20,33.099998,0
2016-09-21,133.119995,1
2016-09-21,33.610001,0
2016-09-22,133.660004,1
2016-09-22,33.869999,0
2016-09-23,132.130005,1
2016-09-23,33.75,0
2016-09-26,131.309998,1
2016-09-26,33.23,0
2016-09-27,132.649994,1
2016-09-27,33.450001,0
2016-09-28,134.419998,1
2016-09-28,33.849998,0
2016-09-29,133.330002,1
2016-09-29,33.57,0
2016-09-30,134.580002,1
2016-09-30,34.5,0
2016-10-03,133.970001,1
2016-10-03,33.959999,0
2016-10-04,133.270004,1
2016-10-04,33.869999,0
2016-10-05,132.050003,1
2016-10-05,33.900002,0
2016-10-06,132.210007,1
2016-10-06,33.740002,0
2016-10-07,130.139999,1
2016-10-07,33.52,0
2016-10-10,131.110001,1
2016-10-10,33.709999,0
2016-10-11,128.649994,1
2016-10-11,32.75,0
2016-10-12,130.029999,1
2016-10-12,32.939999,0
2016-10-13,128.990005,1
2016-10-13,32.48,0
2016-10-14,130.350006,1
2016-10-14,32.77,0
2016-10-17,129.529999,1
2016-10-17,32.59,0
2016-10-18,130.279999,1
2016-10-18,32.93,0
2016-10-19,130.210007,1
2016-10-19,32.810001,0
2016-10-20,129.529999,1
2016-10-20,32.689999,0
2016-10-21,129.759995,1
2016-10-21,32.610001,0
2016-10-24,131.190002,1
2016-10-24,33.18,0
2016-10-25,130.429993,1
2016-10-25,32.380001,0
2016-10-26,128.710007,1
2016-10-26,32.02,0
2016-10-27,123.169998,1
2016-10-27,31.25,0
2016-10-28,122,1
2016-10-28,30.99,0
2016-10-31,123.970001,1
2016-10-31,31.24,0
2016-11-01,123.639999,1
2016-11-01,31.309999,0
2016-11-02,122.43,1
2016-11-02,30.780001,0
2016-11-03,122.970001,1
2016-11-03,30.639999,0
2016-11-04,123.610001,1
2016-11-04,31,0
2016-11-07,126.089996,1
2016-11-07,31.85,0
2016-11-08,127.07,1
2016-11-08,31.889999,0
2016-11-09,122.529999,1
2016-11-09,31,0
2016-11-10,116.230003,1
2016-11-10,29.92,0
2016-11-11,114.029999,1
2016-11-11,29.700001,0
2016-11-14,115.139999,1
2016-11-14,29.85,0
2016-11-15,118.150002,1
2016-11-15,31.33,0
2016-11-16,119.5,1
2016-11-16,31.18,0
2016-11-17,121.809998,1
2016-11-17,31.280001,0
2016-11-18,121.559998,1
2016-11-18,31.049999,0
2016-11-21,121.599998,1
2016-11-21,31.33,0
2016-11-22,120.239998,1
2016-11-22,31.33,0
2016-11-23,120.07,1
2016-11-23,31.5,0
2016-11-25,120.059998,1
2016-11-25,31.719999,0
2016-11-28,119.190002,1
2016-11-28,30.85,0
2016-11-29,119.32,1
2016-11-29,30.58,0
2016-11-30,114.449997,1
2016-11-30,29.83,0
2016-12-01,111.540001,1
2016-12-01,29.290001,0
2016-12-02,114.029999,1
2016-12-02,29.309999,0
2016-12-05,114.330002,1
2016-12-05,29.32,0
2016-12-06,113.5,1
2016-12-06,29.33,0
2016-12-07,115.989998,1
2016-12-07,30.33,0
2016-12-08,117.599998,1
2016-12-08,30.809999,0
2016-12-09,117.160004,1
2016-12-09,31.379999,0
2016-12-12,117.029999,1
2016-12-12,30.959999,0
2016-12-13,116.480003,1
2016-12-13,30.860001,0
2016-12-14,115.849998,1
2016-12-14,30.799999,0
2016-12-15,117.129997,1
2016-12-15,31.200001,0
2016-12-16,116.970001,1
2016-12-16,31.24,0
2016-12-19,116.019997,1
2016-12-19,31.200001,0
2016-12-20,116.089996,1
2016-12-20,30.860001,0
2016-12-21,118.650002,1
2016-12-21,30.91,0
2016-12-22,118.910004,1
2016-12-22,30.92,0
2016-12-23,119.650002,1
2016-12-23,30.82,0
2016-12-27,118.589996,1
2016-12-27,30.639999,0
2016-12-28,118.480003,1
2016-12-28,30.51,0
2016-12-29,118.669998,1
2016-12-29,30.75,0
